377
12
|
Class1|Class2|Class3|Class4|Class5|Class6|Class7|Class8|Class9|Class10|Class11|Class12|Class|Orig_Format|Duplicate_Format|Duplicate|RGB/BW|FileName|Orig_ImgFileName|Tensmeyer_Nb
0.0|0.76|0.0|0.0|0.0|0.03|0.16|0.0|0.0|0.0|0.03|0.0|LAT2283|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f10-full-full-0-native.jpg|171
0.0|0.69|0.0|0.0|0.0|0.03|0.23|0.01|0.0|0.0|0.04|0.0|LAT2283|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f11-full-full-0-native.jpg|277
0.0|0.65|0.0|0.0|0.0|0.02|0.24|0.02|0.0|0.0|0.06|0.0|LAT2283|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f12-full-full-0-native.jpg|122
0.0|0.68|0.0|0.0|0.0|0.02|0.26|0.01|0.0|0.0|0.03|0.0|LAT2283|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f13-full-full-0-native.jpg|253
0.0|0.72|0.0|0.0|0.0|0.04|0.18|0.01|0.01|0.0|0.04|0.0|LAT2283|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b10544528z-f14-full-full-0-native.jpg|229
0.0|0.44|0.0|0.0|0.01|0.35|0.05|0.02|0.09|0.0|0.02|0.0|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f10-full-full-0-native.jpg|232
0.0|0.58|0.0|0.0|0.0|0.29|0.02|0.01|0.07|0.0|0.03|0.0|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f11-full-full-0-native.jpg|6
0.0|0.5|0.0|0.0|0.0|0.45|0.01|0.02|0.01|0.0|0.01|0.0|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f12-full-full-0-native.jpg|2
0.0|0.55|0.0|0.0|0.0|0.42|0.01|0.01|0.01|0.0|0.0|0.0|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f13-full-full-0-native.jpg|237
0.0|0.56|0.0|0.0|0.0|0.41|0.01|0.01|0.0|0.0|0.0|0.0|LAT477|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b107210747-f14-full-full-0-native.jpg|274
0.0|0.2|0.0|0.0|0.0|0.01|0.6|0.01|0.0|0.0|0.16|0.0|ARS1086|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f11-full-full-0-native.jpg|32
0.0|0.23|0.0|0.0|0.0|0.02|0.59|0.0|0.0|0.0|0.15|0.0|ARS1086|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f12-full-full-0-native.jpg|228
0.0|0.2|0.0|0.0|0.0|0.01|0.57|0.01|0.0|0.0|0.2|0.0|ARS1086|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f13-full-full-0-native.jpg|305
0.0|0.26|0.0|0.0|0.0|0.03|0.53|0.01|0.0|0.0|0.16|0.0|ARS1086|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f14-full-full-0-native.jpg|31
0.0|0.21|0.0|0.0|0.0|0.02|0.65|0.0|0.0|0.0|0.12|0.0|ARS1086|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091393-f15-full-full-0-native.jpg|4
0.0|0.89|0.0|0.0|0.0|0.02|0.06|0.01|0.0|0.0|0.02|0.0|ARS95|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f10-full-full-0-native.jpg|103
0.0|0.89|0.0|0.0|0.0|0.01|0.05|0.01|0.0|0.0|0.03|0.0|ARS95|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f11-full-full-0-native.jpg|224
0.0|0.92|0.0|0.0|0.0|0.02|0.03|0.01|0.0|0.0|0.02|0.0|ARS95|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f12-full-full-0-native.jpg|220
0.0|0.94|0.0|0.0|0.0|0.02|0.02|0.0|0.0|0.0|0.02|0.0|ARS95|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f13-full-full-0-native.jpg|10
0.0|0.91|0.0|0.0|0.0|0.02|0.03|0.01|0.0|0.0|0.02|0.0|ARS95|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509140g-f14-full-full-0-native.jpg|199
0.06|0.39|0.0|0.03|0.01|0.04|0.14|0.08|0.07|0.03|0.16|0.01|ARS59|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f14-full-full-0-native.jpg|119
0.0|0.88|0.0|0.0|0.0|0.05|0.02|0.0|0.04|0.0|0.01|0.0|ARS59|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f15-full-full-0-native.jpg|157
0.0|0.94|0.0|0.0|0.0|0.03|0.01|0.01|0.0|0.0|0.02|0.0|ARS59|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f16-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f16-full-full-0-native.jpg|26
0.0|0.97|0.0|0.0|0.0|0.02|0.0|0.0|0.0|0.0|0.01|0.0|ARS59|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f17-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f17-full-full-0-native.jpg|288
0.0|0.96|0.0|0.0|0.0|0.03|0.0|0.0|0.0|0.0|0.0|0.0|ARS59|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f18-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509143t-f18-full-full-0-native.jpg|107
0.0|0.8|0.0|0.0|0.0|0.08|0.08|0.01|0.01|0.0|0.01|0.0|ARS150|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f10-full-full-0-native.jpg|204
0.0|0.85|0.0|0.0|0.0|0.07|0.03|0.04|0.0|0.0|0.01|0.0|ARS150|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f11-full-full-0-native.jpg|272
0.0|0.85|0.0|0.0|0.0|0.06|0.06|0.02|0.0|0.0|0.01|0.0|ARS150|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f12-full-full-0-native.jpg|76
0.0|0.85|0.0|0.0|0.0|0.05|0.07|0.01|0.0|0.0|0.01|0.0|ARS150|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f13-full-full-0-native.jpg|133
0.0|0.88|0.0|0.0|0.0|0.04|0.04|0.02|0.0|0.0|0.02|0.0|ARS150|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091448-f14-full-full-0-native.jpg|81
0.0|0.86|0.0|0.0|0.0|0.05|0.04|0.01|0.01|0.0|0.03|0.0|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f11-full-full-0-native.jpg|28
0.0|0.81|0.0|0.0|0.0|0.12|0.05|0.0|0.0|0.0|0.02|0.0|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f12-full-full-0-native.jpg|161
0.0|0.9|0.0|0.0|0.0|0.04|0.02|0.01|0.0|0.0|0.03|0.0|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f13-full-full-0-native.jpg|327
0.0|0.85|0.0|0.0|0.0|0.07|0.03|0.01|0.0|0.0|0.05|0.0|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f14-full-full-0-native.jpg|225
0.0|0.87|0.0|0.0|0.0|0.07|0.02|0.01|0.0|0.0|0.02|0.0|ARS321|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b52509147m-f15-full-full-0-native.jpg|318
0.0|0.46|0.0|0.01|0.0|0.04|0.23|0.05|0.0|0.0|0.2|0.0|ARS342|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f10-full-full-0-native.jpg|289
0.0|0.71|0.0|0.0|0.0|0.11|0.08|0.02|0.0|0.0|0.08|0.0|ARS342|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f11-full-full-0-native.jpg|160
0.0|0.57|0.0|0.0|0.0|0.11|0.08|0.06|0.0|0.0|0.18|0.0|ARS342|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f12-full-full-0-native.jpg|202
0.0|0.63|0.0|0.0|0.0|0.2|0.05|0.03|0.0|0.0|0.08|0.0|ARS342|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f13-full-full-0-native.jpg|364
0.0|0.62|0.0|0.0|0.0|0.19|0.04|0.03|0.0|0.0|0.12|0.0|ARS342|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f14-full-full-0-native.jpg|222
0.0|0.73|0.0|0.0|0.0|0.14|0.03|0.02|0.0|0.0|0.08|0.0|ARS342|JPG|NA|NO|RGB|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b525091482-f15-full-full-0-native.jpg|236
0.0|0.78|0.0|0.0|0.01|0.05|0.04|0.02|0.01|0.0|0.08|0.0|ARS987|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f10-full-full-0-native.jpg|304
0.0|0.8|0.0|0.0|0.0|0.06|0.05|0.01|0.0|0.0|0.06|0.0|ARS987|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f11-full-full-0-native.jpg|152
0.0|0.81|0.0|0.0|0.0|0.06|0.03|0.03|0.0|0.0|0.05|0.0|ARS987|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f12-full-full-0-native.jpg|43
0.0|0.78|0.0|0.0|0.0|0.04|0.05|0.03|0.0|0.0|0.09|0.0|ARS987|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f13-full-full-0-native.jpg|298
0.0|0.69|0.0|0.0|0.0|0.08|0.06|0.02|0.01|0.0|0.14|0.0|ARS987|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90680681-f14-full-full-0-native.jpg|62
0.01|0.39|0.01|0.01|0.0|0.03|0.14|0.01|0.02|0.0|0.38|0.0|LAT7619|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f10-full-full-0-native.jpg|262
0.0|0.36|0.02|0.0|0.0|0.04|0.21|0.01|0.02|0.0|0.33|0.0|LAT7619|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f11-full-full-0-native.jpg|68
0.01|0.43|0.02|0.01|0.0|0.04|0.16|0.02|0.0|0.0|0.31|0.0|LAT7619|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f12-full-full-0-native.jpg|261
0.0|0.37|0.03|0.0|0.0|0.03|0.25|0.01|0.01|0.0|0.29|0.0|LAT7619|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f13-full-full-0-native.jpg|180
0.0|0.37|0.01|0.0|0.0|0.03|0.29|0.02|0.01|0.0|0.26|0.0|LAT7619|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9077679v-f14-full-full-0-native.jpg|113
0.01|0.29|0.04|0.01|0.01|0.06|0.28|0.08|0.03|0.01|0.18|0.0|LAT1787A|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f10-full-full-0-native.jpg|252
0.01|0.32|0.04|0.01|0.01|0.09|0.21|0.1|0.03|0.01|0.17|0.0|LAT1787A|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f11-full-full-0-native.jpg|193
0.01|0.32|0.03|0.01|0.01|0.07|0.21|0.08|0.04|0.01|0.21|0.0|LAT1787A|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f12-full-full-0-native.jpg|97
0.0|0.41|0.01|0.0|0.01|0.06|0.17|0.09|0.04|0.01|0.2|0.0|LAT1787A|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f13-full-full-0-native.jpg|179
0.01|0.32|0.01|0.01|0.0|0.1|0.15|0.09|0.04|0.01|0.26|0.0|LAT1787A|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b90778628-f14-full-full-0-native.jpg|135
0.0|0.04|0.01|0.0|0.02|0.01|0.0|0.0|0.63|0.0|0.29|0.0|LAT4391|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f13-full-full-0-native.jpg|207
0.0|0.03|0.0|0.0|0.01|0.01|0.01|0.0|0.53|0.0|0.4|0.0|LAT4391|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f14-full-full-0-native.jpg|86
0.0|0.04|0.0|0.0|0.01|0.02|0.01|0.0|0.55|0.0|0.37|0.0|LAT4391|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f15-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f15-full-full-0-native.jpg|65
0.0|0.05|0.0|0.0|0.01|0.02|0.01|0.0|0.51|0.0|0.39|0.0|LAT4391|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f16-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f16-full-full-0-native.jpg|290
0.0|0.09|0.0|0.0|0.01|0.02|0.0|0.0|0.55|0.0|0.32|0.0|LAT4391|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f17-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9078319v-f17-full-full-0-native.jpg|169
0.01|0.44|0.0|0.01|0.03|0.04|0.18|0.01|0.18|0.0|0.09|0.0|LAT5112|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f10-full-full-0-native.jpg|377
0.01|0.46|0.0|0.01|0.03|0.08|0.13|0.03|0.18|0.0|0.06|0.0|LAT5112|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f11-full-full-0-native.jpg|310
0.01|0.46|0.01|0.01|0.03|0.08|0.14|0.02|0.17|0.0|0.07|0.0|LAT5112|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f12-full-full-0-native.jpg|218
0.01|0.45|0.01|0.01|0.02|0.06|0.16|0.01|0.19|0.0|0.08|0.0|LAT5112|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f13-full-full-0-native.jpg|38
0.01|0.45|0.0|0.01|0.03|0.04|0.16|0.02|0.18|0.0|0.11|0.0|LAT5112|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080941j-f14-full-full-0-native.jpg|320
0.0|0.53|0.04|0.0|0.0|0.04|0.27|0.01|0.01|0.0|0.1|0.0|LAT3871|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f10-full-full-0-native.jpg|184
0.01|0.58|0.02|0.0|0.0|0.02|0.3|0.01|0.0|0.0|0.06|0.0|LAT3871|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f11-full-full-0-native.jpg|329
0.01|0.51|0.03|0.0|0.0|0.04|0.29|0.03|0.0|0.0|0.09|0.0|LAT3871|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f12-full-full-0-native.jpg|279
0.02|0.35|0.04|0.0|0.0|0.03|0.44|0.01|0.0|0.0|0.11|0.0|LAT3871|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f13-full-full-0-native.jpg|356
0.01|0.57|0.02|0.0|0.0|0.05|0.25|0.03|0.0|0.0|0.06|0.0|LAT3871|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080957d-f14-full-full-0-native.jpg|57
0.0|0.47|0.0|0.0|0.01|0.02|0.27|0.01|0.03|0.0|0.19|0.0|LAT2246|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f10-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f10-full-full-0-native.jpg|45
0.0|0.37|0.0|0.0|0.0|0.03|0.53|0.0|0.01|0.0|0.07|0.0|LAT2246|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f11-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f11-full-full-0-native.jpg|206
0.01|0.47|0.0|0.01|0.01|0.02|0.36|0.02|0.01|0.0|0.1|0.0|LAT2246|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f12-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f12-full-full-0-native.jpg|25
0.01|0.44|0.0|0.0|0.0|0.02|0.45|0.01|0.01|0.0|0.06|0.0|LAT2246|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f13-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f13-full-full-0-native.jpg|348
0.01|0.44|0.0|0.0|0.0|0.02|0.4|0.0|0.01|0.0|0.11|0.0|LAT2246|JPG|NA|NO|Grey|../../Fontenay_WriterID_small/gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f14-full-full-0-native_jpg.bmp|gallica.bnf.fr-iiif-ark_-12148-btv1b9080978k-f14-full-full-0-native.jpg|363
